row_index,status,prompt,width,height,num_frames,frame_rate,seed,mode,image_prompt,image_prompts,image,extra_body_image,video_id,output_path,error_message,duration_seconds
41,success,萧宇感受到手上传来的无限能源力量他知道星际航行的最大桎梏已经被彻底打破,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzU3N2Y5NDAxOTk5YTAyNDI1OTBlZTIyM2YxZWQ0YWI4N2FhYzhlM2JlZjhiM2NiMg==,chapter2_output\0041_萧宇感受到手上传来的无限能源力量他知道星_20260614_023309.mp4,,412.1
42,success,萧宇开始大规模建造星际战舰材料加工间日夜不停运转一艘又一艘战舰被组装出来,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzNhMTAxYzA1MTUzNmNiY2Y3ZTg3ZjI1YzljZDU0MjhmNzNkNDdjZjVlYTNhNzI2ZA==,chapter2_output\0042_萧宇开始大规模建造星际战舰材料加工间日夜_20260614_023644.mp4,,600.0
43,success,萧宇的飞船装载了充足的燃料和核聚变动力源终于有能力继续远征土星,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2QxM2YyMDg5MTAxM2EyNTFkY2YxY2QwOTJkYWY1ZjRlOGE4ZmIxNmMzMjVmOTJlYQ==,chapter2_output\0043_萧宇的飞船装载了充足的燃料和核聚变动力源_20260614_023222.mp4,,372.0
44,success,萧宇在观察舱内望着远方土星的六边形风暴和美丽光环心中盘算着征服宇宙的计划,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2YyNmRmMmE5YWY1NDRlMjU1ZWQ2YjY4ZjQ5NDg4Mzc2OGU4ZTE3OGUzZjVlNzQ3NA==,chapter2_output\0044_萧宇在观察舱内望着远方土星的六边形风暴和_20260614_023547.mp4,,571.5
45,success,萧宇开始规划建造庞大的星际舰队全息屏幕展示着从护卫舰到主力战舰再到巨型母舰的蓝图,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/ebd5e7b43b60406889fee32bf7532cbd.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2JhYTEyMTFmMmI2ZGJkNDIyZDVjYTA1ODUxYzYyZjc2MDRiNjgyMTExOGZjMGYyYg==,chapter2_output\0045_萧宇开始规划建造庞大的星际舰队全息屏幕展_20260614_023231.mp4,,376.4
46,success,星际舰队集结完毕数百艘战舰在太空中排列成宏大战斗阵列萧宇站在旗舰上准备驶向银河,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2UzOGVlZTVhY2Q5ZjgxMzUzNWJkMTVmNGUyNjlkNWVhNzEyZGZlYWEzZDk4NGNhYg==,chapter2_output\0046_星际舰队集结完毕数百艘战舰在太空中排列成_20260614_023632.mp4,,611.3
47,success,萧宇驾驶旗舰穿越土星环在璀璨的冰晶环带中穿行阳光折射出七彩光芒,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/ebd5e7b43b60406889fee32bf7532cbd.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzZkNzkxNjA1MzExMGRjMDU4ZTYwMTU1ZjE3OGJiNTBmN2QyOWRiMjk5ZDRhYTU3Yw==,chapter2_output\0047_萧宇驾驶旗舰穿越土星环在璀璨的冰晶环带中_20260614_023434.mp4,,502.6
48,success,萧宇在土卫六上收集甲烷燃料土卫六浓厚的大气层中隐藏着近乎无限的能源,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzI0MTMwMThhZmQ5OGFkYzJkMDQ4ZjMzMGQ0OTA4MzA0YzA0NThmZDZhOWZkYzE2OA==,chapter2_output\0048_萧宇在土卫六上收集甲烷燃料土卫六浓厚的大_20260614_023253.mp4,,394.8
49,success,萧宇在土卫六的甲烷湖旁建立临时燃料补给站为接下来的恒星际航行做准备,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzU2NjlhZjgwOTdmZmNhZmVhMDJlNjhmZjIzOGVjOGIwMjk2ODZiMTU1MDFhZmRkOA==,chapter2_output\0049_萧宇在土卫六的甲烷湖旁建立临时燃料补给站_20260614_023459.mp4,,489.5
50,success,萧宇的星际舰队从土星轨道出发朝着天苑四星系全速前进核聚变引擎喷射出耀眼蓝光,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2U2YmMxZGVmMDlhN2U4YjhhYzgzYjdlMDgwMzQ2NjJiZjQ0NDNmZjZkNmFlMjJkMA==,chapter2_output\0050_萧宇的星际舰队从土星轨道出发朝着天苑四星_20260614_023614.mp4,,568.8
51,success,萧宇站在旗舰舰桥上凝视着远方天苑四的方向心中默念着征服星辰大海的誓言,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzViMjUzZDU4ZjExMTNlNjUzODg4MWZiOTg3MTMyY2NkZjY5MDNhODI2NmQ3ZDZmMg==,chapter2_output\0051_萧宇站在旗舰舰桥上凝视着远方天苑四的方向_20260614_023257.mp4,,401.4
52,success,星际舰队穿越星际介质在漫长的恒星际航行中萧宇用可控核聚变技术不断升级战舰,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzk0ZTk4NjQxZDY3YWY2ZjQzNDMyNGE3Y2Y5MmY4MDRiZWQwMTY4Nzg1MWJiMjUwMQ==,chapter2_output\0052_星际舰队穿越星际介质在漫长的恒星际航行中_20260614_023304.mp4,,406.0
53,success,萧宇在航行中观测到更多恒星系每个恒星系都可能蕴藏着新的资源和机遇,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2NmNjViNzQxNDFlZGU2MjU5NzY0ZWE2MjE2NTY0ODY3NzQyMTgzNGMwNzQ3MDc1Nw==,chapter2_output\0053_萧宇在航行中观测到更多恒星系每个恒星系都_20260614_023654.mp4,,638.0
54,success,萧宇的舰队抵达天苑四星系天苑四的金色光芒照亮了整个舰队在星河中熠熠生辉,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2IwNjk3ZDIyYWMxYmEyZmE0YmQ3NjMzNmJmNGQwMzMxYWMyZTY0OGNkOTRkYWVhOQ==,chapter2_output\0054_萧宇的舰队抵达天苑四星系天苑四的金色光芒_20260614_023709.mp4,,586.8
55,success,萧宇站在天苑四星系的气态巨行星轨道上开始采集核聚变燃料氦三,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzY5NzkxNzk4YzYyMTQyNWVjYmNlYWM0ZGUxNTA4MjVmODkzMjUzZDNlNWYzM2M5Yw==,chapter2_output\0055_萧宇站在天苑四星系的气态巨行星轨道上开始_20260614_023715.mp4,,563.1
56,success,天苑四周围的两条小行星带为萧宇提供了丰富的建筑材料他命令战舰开始开采,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvX2ZhOTE0YjJiNTFiNDE5YzQ3MzEzNWFjZmRlZGFmYTM4NDgxMzYzNTQ5YTVkODQ1ZA==,chapter2_output\0056_天苑四周围的两条小行星带为萧宇提供了丰富_20260614_023449.mp4,,483.3
57,success,萧宇在天苑四建立了第一个星际前哨站标志着人类文明正式开启了星际殖民时代,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzJjODllMjM3ZWRlYzY4NWZkODAxYzcxNWVjOTUyZGYwMjVmYTkyOTdmMzY2MGVmMA==,chapter2_output\0057_萧宇在天苑四建立了第一个星际前哨站标志着_20260614_023559.mp4,,559.9
58,success,萧宇的星际舰队在天苑四星系休整后继续向银河系深处进发他的征服之路才刚刚开始,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzQ0MzMzMzNiMzZjY2JlMzRiYWE1NjZjYjVjYWViZTdlZmQzNmJmZDU1OWU2ODBhOA==,chapter2_output\0058_萧宇的星际舰队在天苑四星系休整后继续向银_20260614_023551.mp4,,549.4
59,success,银河系的壮丽全景展现在萧宇面前悬臂上数以千亿计的恒星如同钻石银河中心超大质量黑洞散发着神秘而威严的光芒,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/b3664d00eb37442bbfa1ca28f32a5328.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzFiYzc4MjdkMjYxNDE2ZWU0YWY1MTZhNTAyYjMwOWZiOGI5ZjU0N2Q2ZDA5YmViNw==,chapter2_output\0059_银河系的壮丽全景展现在萧宇面前悬臂上数以_20260614_023444.mp4,,479.0
60,success,萧宇握紧拳头对着星空发誓要让人类的旗帜插遍银河系的每一个角落地球虽然毁灭了但人类文明将在星辰大海中重生,,,81,24,42,,,,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/46064c6c587240839d853826b2f85928.png,,video_bGl0ZWxsbTpjdXN0b21fbGxtX3Byb3ZpZGVyOm9wZW5haTttb2RlbF9pZDphZ25lcy12aWRlby12Mi4wO3ZpZGVvX2lkOnZpZGVvXzcwZjU5ZjEyMmZhNTUwYzEwOWIxZDdlZjRlY2M3MGU2ZTEzYzNjMTE1ODMwOTVkMQ==,chapter2_output\0060_萧宇握紧拳头对着星空发誓要让人类的旗帜插_20260614_023610.mp4,,562.6
