prompt,image,num_frames,frame_rate
分镜070: 转身一脚踢飞另一只丧尸，机械腿部特写,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/337e2c0237654a879c1ada40e6f5f67d.png,121,24
分镜071: 中景搏斗，机器人抓住丧尸手臂扭断，动作流畅,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/337e2c0237654a879c1ada40e6f5f67d.png,121,24
分镜072: 机器人掏出手枪继续射击，再次命中,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png,121,24
分镜073: 全景二楼平台，地上躺满丧尸尸体，机器人喘气,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/0571075c01114aa4bdff7d876e1b40d8.png,121,24
分镜074: LED面部显示呼吸急促的数据动画，快速闪烁,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/3964f511eee347afae9a4b26aeffcf94.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png,121,24
分镜075: 楼下还有丧尸涌来，机器人环顾四周寻找出路,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/d8fef3d9410c4437be04bdd90f2fd5fb.png,121,24
分镜076: 向建筑后方移动，看到消防逃生梯,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/0571075c01114aa4bdff7d876e1b40d8.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/d8fef3d9410c4437be04bdd90f2fd5fb.png,121,24
分镜077: 中景，机器人跑向消防梯，快速攀爬向下,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/0571075c01114aa4bdff7d876e1b40d8.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png,121,24
分镜078: 下到地面后巷，发现后面也有丧尸接近,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/d8fef3d9410c4437be04bdd90f2fd5fb.png,121,24
分镜079: 机器人背靠墙壁，两边都是丧尸，被包围,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png,121,24
分镜080: 特写LED面部快速思考的数据流动画寻找生路,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/3964f511eee347afae9a4b26aeffcf94.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png,121,24
分镜081: 看到旁边下水道井盖，快速决定,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/0571075c01114aa4bdff7d876e1b40d8.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/d8fef3d9410c4437be04bdd90f2fd5fb.png,121,24
分镜082: 中景，机器人蹲下拉起井盖，丧尸已经逼近,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/337e2c0237654a879c1ada40e6f5f67d.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png,121,24
分镜083: 特写手部用力拉开井盖，铁盖摩擦地面,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/337e2c0237654a879c1ada40e6f5f67d.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png,121,24
分镜084: 机器人跳入下水道，在最后一刻拉上井盖,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/0571075c01114aa4bdff7d876e1b40d8.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png,121,24
分镜085: 主观视角黑暗下水道，机器人打开头灯，光束照向前方,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/3964f511eee347afae9a4b26aeffcf94.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/0571075c01114aa4bdff7d876e1b40d8.png,121,24
分镜086: 中景，机器人在下水道中行走，水没过脚踝,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/0571075c01114aa4bdff7d876e1b40d8.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png,121,24
分镜087: 下水道墙壁上的涂鸦和裂缝，年代久远,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/0571075c01114aa4bdff7d876e1b40d8.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png,121,24
分镜088: 特写LED面部显示导航数据，地图叠加在视野上,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/3964f511eee347afae9a4b26aeffcf94.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/0571075c01114aa4bdff7d876e1b40d8.png,121,24
分镜089: 听到下水道前方也有丧尸声音，机器人关灯,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/0571075c01114aa4bdff7d876e1b40d8.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png,121,24
分镜090: 黑暗中仅有LED微弱蓝光，缓慢前进,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/3964f511eee347afae9a4b26aeffcf94.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/0571075c01114aa4bdff7d876e1b40d8.png,121,24
分镜091: 拐角处遇见下水道丧尸，近距离遭遇,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/cf941f5a0f10497588631fee23d7d85f.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png,121,24
分镜092: 近距搏斗，机器人用匕首解决丧尸，安静利落,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png,121,24
分镜093: 特写匕首刺入丧尸喉咙，黑色血液流出,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/cf941f5a0f10497588631fee23d7d85f.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/337e2c0237654a879c1ada40e6f5f67d.png,121,24
分镜094: 中景，机器人继续前进，找到出口梯子,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/0571075c01114aa4bdff7d876e1b40d8.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png,121,24
分镜095: 攀爬梯子向上，推开井盖，夕阳光线射入,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/0571075c01114aa4bdff7d876e1b40d8.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/835416ff64ca4e04b01f167ac4e8c777.png,121,24
分镜096: 机器人爬出地面，黄昏光线洒在身上,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/d8fef3d9410c4437be04bdd90f2fd5fb.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/835416ff64ca4e04b01f167ac4e8c777.png,121,24
分镜097: 环顾四周，发现已经到了小镇边缘,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/d8fef3d9410c4437be04bdd90f2fd5fb.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/835416ff64ca4e04b01f167ac4e8c777.png,121,24
分镜098: 远景，夕阳下小镇轮廓，机器人站在废墟中,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/d8fef3d9410c4437be04bdd90f2fd5fb.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/835416ff64ca4e04b01f167ac4e8c777.png,121,24
分镜099: 中景，机器人掸去身上尘土，LED显示疲惫表情,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/3964f511eee347afae9a4b26aeffcf94.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png,121,24
分镜100: 拿出水壶喝水，机械手指擦拭嘴角,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/337e2c0237654a879c1ada40e6f5f67d.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/835416ff64ca4e04b01f167ac4e8c777.png,121,24
分镜101: 转身看向来时的方向，远处丧尸群还在游荡,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/d8fef3d9410c4437be04bdd90f2fd5fb.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png,121,24
分镜102: 决定返回车辆，沿建筑边缘小心移动,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/d8fef3d9410c4437be04bdd90f2fd5fb.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png,121,24
分镜103: 中景跟拍，机器人走回车辆停放位置,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/d8fef3d9410c4437be04bdd90f2fd5fb.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/835416ff64ca4e04b01f167ac4e8c777.png,121,24
分镜104: 检查车辆，引擎盖重新盖上，准备出发,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/337e2c0237654a879c1ada40e6f5f67d.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png,121,24
分镜105: 特写手部转动钥匙点火，引擎启动，仪表盘亮起,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/337e2c0237654a879c1ada40e6f5f67d.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png,121,24
分镜106: 中景车内，机器人系安全带，看一眼小镇后视镜,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/3964f511eee347afae9a4b26aeffcf94.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png,121,24
分镜107: 挂挡，踩油门，车辆缓缓驶离，镜头跟拍,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/d8fef3d9410c4437be04bdd90f2fd5fb.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/835416ff64ca4e04b01f167ac4e8c777.png,121,24
分镜108: 远景车辆驶出小镇，沿来时的公路远去,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/d8fef3d9410c4437be04bdd90f2fd5fb.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/835416ff64ca4e04b01f167ac4e8c777.png,121,24
分镜109: 车尾视角，小镇越来越小，夕阳映照,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/d8fef3d9410c4437be04bdd90f2fd5fb.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/835416ff64ca4e04b01f167ac4e8c777.png,121,24
分镜110: 车内特写LED面部露出微笑表情，蓝色温暖光芒,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/3964f511eee347afae9a4b26aeffcf94.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png,121,24
分镜111: 主观视角，前方公路延伸向山脉，天空渐暗,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/d8fef3d9410c4437be04bdd90f2fd5fb.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/835416ff64ca4e04b01f167ac4e8c777.png,121,24
分镜112: 特写手部打开收音机，传出沙哑的1950年代音乐,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/337e2c0237654a879c1ada40e6f5f67d.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png,121,24
分镜113: 中景，机器人随音乐轻轻点头，放松状态,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/3964f511eee347afae9a4b26aeffcf94.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png,121,24
分镜114: 远景车辆在公路上行驶，镜头慢速拉升,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/d8fef3d9410c4437be04bdd90f2fd5fb.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/835416ff64ca4e04b01f167ac4e8c777.png,121,24
分镜115: 无人机视角，车辆变成小点行驶在荒漠公路上,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/d8fef3d9410c4437be04bdd90f2fd5fb.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/835416ff64ca4e04b01f167ac4e8c777.png,121,24
分镜116: 夕阳橙色光芒充满画面，车辆剪影在地平线上,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/d8fef3d9410c4437be04bdd90f2fd5fb.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/835416ff64ca4e04b01f167ac4e8c777.png,121,24
分镜117: 极远景，车辆消失在光芒中，荒漠辽阔,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/d8fef3d9410c4437be04bdd90f2fd5fb.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/835416ff64ca4e04b01f167ac4e8c777.png,121,24
分镜118: 字幕叠加TO BE CONTINUED原子朋克风格字体,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/835416ff64ca4e04b01f167ac4e8c777.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/d8fef3d9410c4437be04bdd90f2fd5fb.png,121,24
分镜119: 黑屏淡出，剩下一行小字NEW HAVEN 1962,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/835416ff64ca4e04b01f167ac4e8c777.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/2bf7613e54e947f28132460e160e9a57.png,121,24
分镜120: 全黑，片尾字幕，音效风声渐远,https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/835416ff64ca4e04b01f167ac4e8c777.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/67ead2518a4f4756927897af40fd121a.png|https://platform-outputs.agnes-ai.space/images/text-to-image/2026/06/c6649cadabb54aed9d6d72c0855d06d4.png,121,24
